keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
priceless_bose: CPU: 1558.33%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1513.60%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1488.92%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1517.45%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1491.78%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1536.21%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1493.70%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1523.53%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1560.56%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1499.50%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1506.51%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1493.23%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1518.64%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1552.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1576.08%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1589.18%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.80%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.90%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1542.77%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1581.57%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1588.13%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1579.51%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1584.75%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1584.00%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1582.59%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1582.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1582.92%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.66%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1585.85%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.17%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1591.30%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1550.55%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1543.26%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1581.78%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.39%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1574.19%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1581.83%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.31%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1583.93%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1582.40%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1590.37%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1563.08%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1538.32%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1581.79%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1585.37%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1506.33%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1523.54%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1529.01%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1515.21%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1586.17%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1570.80%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1519.55%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1521.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1505.95%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1537.56%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1551.03%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1507.79%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1559.80%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.78%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1548.80%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1500.27%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.37%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1483.56%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1530.59%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1545.30%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1542.99%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1579.33%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1539.41%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1533.27%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1553.07%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1534.53%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1516.89%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.41%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.45%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1507.05%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1495.51%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1487.08%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1510.05%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1548.89%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1511.11%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1580.66%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1584.12%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1582.74%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1580.32%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1547.04%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1491.00%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1515.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1498.54%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1548.34%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1494.42%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1556.00%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1536.34%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1492.93%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1492.09%, Memory: 11.99GiB / 251.5GiB
priceless_bose: CPU: 1489.90%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1491.08%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1487.25%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1547.31%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1538.74%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1509.01%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1571.71%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1535.03%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1551.69%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1584.55%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1585.41%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1567.59%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1536.99%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1572.39%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1515.01%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1582.73%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1490.39%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1538.90%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1560.12%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1532.20%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.53%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1585.64%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1544.60%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1540.57%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.12%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1576.71%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.43%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1574.54%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1563.33%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1490.58%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1575.03%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1557.91%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1549.46%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1507.72%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1525.14%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1505.39%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1490.65%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1566.43%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1555.84%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1486.30%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1586.47%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.23%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1584.05%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1574.87%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1553.28%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1575.82%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1582.05%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1579.88%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1585.61%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1585.74%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1584.72%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.81%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.12%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1580.93%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1578.01%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1532.18%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1528.85%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1549.01%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1554.10%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1510.46%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1582.15%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1560.24%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.86%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1592.97%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1581.64%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1582.35%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1577.94%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1588.93%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1585.68%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.43%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1577.15%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1587.50%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1584.78%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1589.64%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1584.67%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1584.32%, Memory: 12GiB / 251.5GiB
priceless_bose: CPU: 1583.03%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1584.42%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1581.63%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1569.11%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1553.80%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1516.01%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1554.48%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1581.93%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1503.89%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1539.67%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1567.64%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1556.95%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1538.41%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1521.87%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1558.11%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1586.89%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1581.88%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1582.28%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1585.64%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1581.78%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 366.54%, Memory: 12.01GiB / 251.5GiB
priceless_bose: CPU: 1125.00%, Memory: 12.15GiB / 251.5GiB
priceless_bose: CPU: 740.00%, Memory: 12.55GiB / 251.5GiB
priceless_bose: CPU: 766.44%, Memory: 13.3GiB / 251.5GiB
priceless_bose: CPU: 611.48%, Memory: 14.1GiB / 251.5GiB
priceless_bose: CPU: 1566.28%, Memory: 14.1GiB / 251.5GiB
priceless_bose: CPU: 351.02%, Memory: 14.1GiB / 251.5GiB
priceless_bose: CPU: 1370.87%, Memory: 15.38GiB / 251.5GiB
priceless_bose: CPU: 100.58%, Memory: 17.09GiB / 251.5GiB
priceless_bose: CPU: 101.39%, Memory: 17.98GiB / 251.5GiB
priceless_bose: CPU: 101.60%, Memory: 17.98GiB / 251.5GiB
priceless_bose: CPU: 102.25%, Memory: 18.27GiB / 251.5GiB
priceless_bose: CPU: 1516.50%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1521.30%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1502.40%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1544.32%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 774.26%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1167.52%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1581.48%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1538.00%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1544.15%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1302.07%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 245.75%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1531.82%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1493.65%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1501.64%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1517.84%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1519.74%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1549.57%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1544.71%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1523.94%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1501.07%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1498.12%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1516.71%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1522.66%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1494.87%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1499.30%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1507.58%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1496.04%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1507.41%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1500.21%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1500.02%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1499.24%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1499.10%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1500.72%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1493.73%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1495.98%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1491.76%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1526.62%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1516.02%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1495.44%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1489.37%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1512.02%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1491.17%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1495.21%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1516.46%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1546.28%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1519.22%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1552.86%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1550.13%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1497.31%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1504.69%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1497.36%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1509.59%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1497.54%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1496.52%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1489.22%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1508.76%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1507.69%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1542.49%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1577.45%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1548.32%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1528.86%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1554.57%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1549.95%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1580.52%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1534.56%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1564.18%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1529.99%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1493.40%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1512.76%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1518.76%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1495.85%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1492.52%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1563.16%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1502.57%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1590.87%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1519.95%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1498.40%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1494.10%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1525.42%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1500.01%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1496.92%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1510.18%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1545.82%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1555.52%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1550.42%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1521.20%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1585.66%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1522.36%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1483.87%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1491.51%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1495.36%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1484.93%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1546.29%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1516.79%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1522.30%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1560.49%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1532.32%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1496.93%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1494.86%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1501.12%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1552.82%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1547.51%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1529.94%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1574.45%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1580.48%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1582.27%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1583.61%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1591.91%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1542.48%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1554.37%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1585.55%, Memory: 20.04GiB / 251.5GiB
priceless_bose: CPU: 1335.42%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1554.77%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1582.86%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1584.54%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1587.11%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1577.64%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1578.84%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1583.80%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1579.80%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1585.07%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1577.98%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1581.46%, Memory: 12.09GiB / 251.5GiB
priceless_bose: CPU: 1272.66%, Memory: 7.616GiB / 251.5GiB
priceless_bose: CPU: 1583.03%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1487.62%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1491.05%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1484.52%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1501.72%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1553.65%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1565.23%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1557.64%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1549.01%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1553.07%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1553.28%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 1556.58%, Memory: 9.107GiB / 251.5GiB
priceless_bose: CPU: 100.59%, Memory: 12.12GiB / 251.5GiB
goofy_cartwright: CPU: 219.35%, Memory: 1.058GiB / 251.5GiB
goofy_cartwright: CPU: 102.51%, Memory: 3.58GiB / 251.5GiB
goofy_cartwright: CPU: 100.89%, Memory: 3.137GiB / 251.5GiB
goofy_cartwright: CPU: 101.79%, Memory: 3.434GiB / 251.5GiB
goofy_cartwright: CPU: 100.29%, Memory: 10.52GiB / 251.5GiB
goofy_cartwright: CPU: 1583.96%, Memory: 11.98GiB / 251.5GiB
goofy_cartwright: CPU: 1587.22%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1585.63%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1580.96%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1589.72%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1504.42%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1575.11%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1556.01%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1489.57%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1532.93%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1585.83%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1522.13%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1579.91%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1514.64%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1544.28%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1580.58%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1584.52%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1585.19%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1564.73%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1577.74%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1574.67%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1584.10%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1511.93%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1469.79%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1520.39%, Memory: 11.99GiB / 251.5GiB
goofy_cartwright: CPU: 1537.58%, Memory: 11.99GiB / 251.5GiB
