jovial_villani: CPU: 159.52%, Memory: 1.496GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1434.48%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1456.42%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1475.07%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1450.73%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1476.84%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1421.64%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1500.31%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1461.42%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1492.50%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1431.85%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1489.29%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1458.38%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1431.34%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1452.35%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1393.92%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1478.53%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1474.72%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1326.70%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1463.90%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1509.92%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1401.67%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1427.61%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1466.97%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1521.15%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1493.33%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1417.30%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1447.63%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1499.09%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1435.25%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1392.86%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1440.16%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1442.26%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1510.16%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1459.24%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1420.47%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1436.31%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1504.13%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1490.56%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1437.17%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1496.00%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1411.10%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1446.51%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1450.09%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1444.91%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1416.54%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1419.86%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1473.20%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1484.48%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1495.63%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1449.34%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1482.89%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1455.35%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1465.58%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1477.39%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1467.27%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1470.61%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1437.89%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1489.34%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1475.36%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1448.06%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1430.29%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1511.31%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1460.88%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1547.03%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1497.65%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1584.56%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1423.09%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1501.28%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1414.13%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1512.57%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1409.56%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1556.99%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1346.80%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1549.23%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1523.67%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1491.26%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1377.11%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1575.08%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1461.17%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1479.01%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1453.29%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1511.51%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1472.01%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1479.76%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1494.38%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1473.96%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1494.11%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1454.96%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1508.29%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1454.55%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1462.95%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1438.10%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1493.31%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1453.25%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1496.82%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1522.33%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1344.94%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1460.09%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1547.33%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1566.76%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1557.52%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1438.48%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1519.29%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1505.09%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1491.57%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1501.17%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1537.59%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1479.98%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1475.76%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1378.53%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1447.64%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1488.33%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1447.91%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1417.92%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1467.05%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1508.67%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1502.61%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1433.18%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1464.91%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1496.51%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1472.55%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1485.25%, Memory: 1.497GiB / 251.5GiB
nostalgic_proskuriakova: CPU: 1546.86%, Memory: 2.281GiB / 251.5GiB
happy_wiles: CPU: 150.84%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 100.75%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 100.50%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 101.26%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 101.07%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 100.44%, Memory: 1.495GiB / 251.5GiB
happy_wiles: CPU: 1513.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1522.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1553.56%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1413.85%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1504.58%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1539.07%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1427.72%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1450.92%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1516.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1478.42%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1446.08%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1466.95%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1533.18%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1541.75%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1544.63%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1501.87%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1514.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1467.14%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1471.22%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1466.21%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1509.08%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1498.53%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1494.54%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1370.95%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1519.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1570.55%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1475.28%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1458.73%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1544.33%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1480.30%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1465.66%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1541.06%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1532.46%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1461.79%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1481.94%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1442.98%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1406.58%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1491.25%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1508.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1517.27%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1533.97%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1363.14%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1473.72%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1429.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1500.97%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1414.99%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1577.76%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1571.80%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1541.88%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1488.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1466.01%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1579.78%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1398.09%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1447.82%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1517.62%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1545.69%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1446.91%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1513.02%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1446.84%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1502.32%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1431.85%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1482.20%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1457.25%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1478.60%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1405.04%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1459.16%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1495.68%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1507.02%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1460.66%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1520.99%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1518.98%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1479.97%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1483.85%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1474.60%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1586.91%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1527.86%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1463.73%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1456.25%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1505.58%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1433.68%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1451.58%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1476.56%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1539.32%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1422.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1493.13%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1496.46%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1259.21%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1523.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1510.11%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1409.50%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1447.10%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1532.38%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1460.70%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1530.65%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1528.60%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1373.77%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1484.96%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1373.23%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1465.95%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1488.94%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1527.33%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1482.78%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1489.29%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1389.13%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1502.40%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1476.84%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1471.26%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1330.27%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1478.76%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1517.93%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1444.11%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1436.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1467.59%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1491.40%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1442.38%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1526.21%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1478.61%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1477.15%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1522.89%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1427.82%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1458.95%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1422.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1446.75%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1530.64%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1442.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1465.55%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1495.59%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1516.21%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1479.29%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1505.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1515.80%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1493.15%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1529.58%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1422.11%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1302.86%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1421.60%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1383.24%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1560.23%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1526.06%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1490.10%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1431.56%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1577.49%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1519.75%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1493.31%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1503.64%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1434.23%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1517.32%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1523.99%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1424.30%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1487.65%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1478.15%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1463.71%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1421.67%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1492.16%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1465.15%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1430.70%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1577.73%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1474.72%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1454.63%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1380.15%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1403.25%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1444.65%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1483.14%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1480.80%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1529.48%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1473.28%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1436.49%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1499.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1495.06%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1499.66%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1454.69%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1486.65%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1534.60%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1387.71%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1381.04%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1534.21%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1544.98%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1519.23%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1521.48%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1462.66%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1524.05%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1518.10%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1487.92%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1457.13%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1455.88%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1403.50%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1435.61%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1447.67%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1321.74%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1440.16%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1195.49%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1458.61%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1437.43%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1447.04%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1437.01%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1453.55%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1453.19%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1548.08%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1475.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1447.17%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1508.62%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1516.24%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1485.67%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1446.34%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1416.05%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1452.90%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1412.76%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1487.69%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1444.57%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1547.55%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1482.59%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1495.34%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1529.89%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1490.46%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1397.18%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1331.36%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1438.05%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1481.68%, Memory: 1.497GiB / 251.5GiB
happy_wiles: CPU: 1380.01%, Memory: 1.497GiB / 251.5GiB
